DATA_LANCAMENTO_OBRA;TITULO_ORIGINAL;CPB_ROE;TIPO_OBRA;PAIS_OBRA;PUBLICO_TOTAL;RENDA_TOTAL;RAZAO_SOCIAL_DISTRIBUIDORA;REGISTRO_DISTRIBUIDORA;CNPJ_DISTRIBUIDORA
14/12/2023;THE MEAN ONE;E2300479100000;FICÇÃO;ESTADOS UNIDOS;1319;R$ 22.206,78;A2 DISTRIBUIDORA DE FILMES LTDA EPP;34811;18.338.912/0001-33
14/12/2023;TÁ ESCRITO;B2300408000000;FICÇÃO;BRASIL;55270;R$ 1.001.041,62;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
14/12/2023;UMA CARTA PARA PAPAI NOEL;B2300465800000;FICÇÃO;BRASIL;6224;R$ 93.323,10;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
13/12/2023;DOG DAY AFTERNOON;E1500110400000;FICÇÃO;ESTADOS UNIDOS;31;R$ 585,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
11/12/2023;ROSA DE SARON IN CONCERT;B2300515700000;VÍDEOMUSICAL;BRASIL;4995;R$ 162.010,57;AM DE MORAIS PRODUCOES E EVENTOS;51361;13.489.036/0001-22
07/12/2023;CIDADE RABAT;E2300251100000;FICÇÃO;PORTUGAL;29;R$ 259,00;BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP;19243;39.079.678/0001-47
07/12/2023;EL AÑO DEL TIGRE;E2300421500000;FICÇÃO;REPÚBLICA DOMINICANA;167;R$ 3.726,19;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
07/12/2023;JOURNEY TO BETHLEHEM;E2300507800000;RELIGIOSA;ESTADOS UNIDOS;8376;R$ 143.352,61;360 ENTRETENIMENTO E DISTRIBUICAO DE FILMES LTDA ­ ME;31182;22.208.152/0001-17
07/12/2023;LE THÉORÈME DE MARGUERITE;E2300467500000;FICÇÃO;FRANÇA;1153;R$ 23.785,18;SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA;277;02.185.369/0001-41
07/12/2023;LES ÂMES SOEURS;E2300387300000;FICÇÃO;FRANÇA;640;R$ 8.735,52;ZETA FILMES LTDA;22936;02.469.679/0001-98
07/12/2023;MAESTRO;E2300424800000;FICÇÃO;ESTADOS UNIDOS;10895;R$ 237.580,41;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
07/12/2023;O SEQUESTRO DO VOO 375;B2300524600000;FICÇÃO;BRASIL;418;R$ 10.920,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
07/12/2023;O SEQUESTRO DO VOO 375;B2300524600000;FICÇÃO;BRASIL;199151;R$ 4.059.762,48;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
07/12/2023;PUAN;B2300527400000;FICÇÃO;BRASIL;5854;R$ 95.500,63;VITRINE FILMES LTDA;16713;11.620.976/0001-83
07/12/2023;ROBERTO FARIAS:  MEMÓRIAS DE UM CINEASTA;B2300337300000;DOCUMENTÁRIO;BRASIL;80;R$ 1.498,00;UNIFILMES DISTRIBUIDORA, IMPORTADORA E EXPORTADORA DE FILMES LTDA;17810;12.452.477/0001-97
07/12/2023;SILENT NIGHT;E2300444700000;FICÇÃO;ESTADOS UNIDOS;25409;R$ 489.725,88;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
07/12/2023;SOFTIE;E2300492700000;FICÇÃO;FRANÇA;1008;R$ 14.998,19;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
07/12/2023;THANKSGIVING;E2300341800000;FICÇÃO;ESTADOS UNIDOS;173082;R$ 3.250.050,71;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
07/12/2023;WONKA;E2300218300000;FICÇÃO;ESTADOS UNIDOS;173;R$ 1.980,00;CINE CAXAMBU LTDA;53644;50.552.809/0001-02
07/12/2023;WONKA;E2300218300000;FICÇÃO;ESTADOS UNIDOS;593;R$ 15.020,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
07/12/2023;WONKA;E2300218300000;FICÇÃO;ESTADOS UNIDOS;2246449;R$ 43.326.297,79;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
06/12/2023;NCT NATION: TO THE WORLD IN CINEMAS;E2300498800000;VÍDEOMUSICAL;CORÉIA DO SUL;4215;R$ 116.788,59;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.;749;01.289.530/0001-64
30/11/2023;ALL FUN AND GAMES;E2300230000000;FICÇÃO;ESTADOS UNIDOS;125010;R$ 2.342.566,34;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
30/11/2023;ARISTOTLE AND DANTE DISCOVER THE SECRET OF THE UNIVERSE;E2300336800000;FICÇÃO;ESTADOS UNIDOS;10227;R$ 212.289,45;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
30/11/2023;AS AVENTURAS DE POLIANA - O FILME;B2300484200000;FICÇÃO;BRASIL;266;R$ 6.820,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
30/11/2023;AS AVENTURAS DE POLIANA - O FILME;B2300484200000;FICÇÃO;BRASIL;103994;R$ 1.796.583,13;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
30/11/2023;BALA SEM NOME;B2100425000000;FICÇÃO;BRASIL;4;R$ 118,92;BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP;19243;39.079.678/0001-47
30/11/2023;DIGIMON ADVENTURE 02: THE BEGINNING;E2300467700000;ANIMAÇÃO;JAPÃO;30084;R$ 555.024,29;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
30/11/2023;EU SOU MARIA;B2300343000000;FICÇÃO;BRASIL;543;R$ 8.095,22;ELO AUDIOVISUAL SERVIÇOS LTDA;5672;07.700.630/0001-18
30/11/2023;FALLEN LEAVES;E2300438800000;FICÇÃO;ALEMANHA;32942;R$ 619.345,47;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
30/11/2023;KAIBUTSU;E2300421600000;FICÇÃO;JAPÃO;54865;R$ 963.344,77;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
30/11/2023;LA STRANEZZA;E2300436900000;FICÇÃO;ITÁLIA;943;R$ 17.417,80;RISI FILM BRASIL LTDA.;51664;37.914.915/0001-12
30/11/2023;PEDÁGIO;B2300343300000;FICÇÃO;BRASIL;10964;R$ 178.972,50;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
30/11/2023;TRÊS TIGRES TRISTES;B2200349500000;FICÇÃO;BRASIL;725;R$ 10.284,00;OLHAR DISTRIBUICAO DE FILMES LTDA;37242;28.083.221/0001-90
23/11/2023;DURVAL DISCOS;B0200001000000;FICÇÃO;BRASIL;2076;R$ 21.447,32;VITRINE FILMES LTDA;16713;11.620.976/0001-83
23/11/2023;L'ÉTÉ DERNIER;E2300467600000;FICÇÃO;FRANÇA;2075;R$ 36.077,26;SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA;277;02.185.369/0001-41
23/11/2023;LE NOUVEAU JOUET;E2300389200000;FICÇÃO;FRANÇA;1877;R$ 35.496,94;A2 DISTRIBUIDORA DE FILMES LTDA EPP;34811;18.338.912/0001-33
23/11/2023;LE RETOUR;E2300459100000;FICÇÃO;FRANÇA;308;R$ 5.658,45;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
23/11/2023;MY BIG FAT GREEK WEDDING 3;E2300406900000;FICÇÃO;ESTADOS UNIDOS;13444;R$ 241.397,00;CINECOLOR DO BRASIL LTDA;2631;05.332.959/0001-48
23/11/2023;NAPOLEON;E2300316400000;FICÇÃO;INGLATERRA;837504;R$ 20.192.725,31;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
23/11/2023;NAPOLEON;E2300316400000;FICÇÃO;INGLATERRA;504;R$ 13.400,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
23/11/2023;NOS LEVANTAREMOS AL ALBA;E2300147600000;FICÇÃO;ESPANHA;7837;R$ 130.444,02;AM DE MORAIS PRODUCOES E EVENTOS;51361;13.489.036/0001-22
23/11/2023;NÃO TEM VOLTA;B2300367700000;FICÇÃO;BRASIL;19467;R$ 338.222,26;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
23/11/2023;PICCOLO CORPO;E2300451900000;FICÇÃO;ESLOVÊNIA;362;R$ 6.247,66;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
23/11/2023;STAND UP MINHA VIDA É UMA PIADA;B2300364700000;FICÇÃO;BRASIL;142;R$ 3.037,91;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
23/11/2023;TENHO FÉ;B2300141200000;DOCUMENTÁRIO;BRASIL;218;R$ 3.296,76;LIRA FILMES PRODUÇÕES LTDA ME;28406;21.054.261/0001-64
23/11/2023;Ó PAÍ, Ó 2;B2300472200000;FICÇÃO;BRASIL;183962;R$ 3.317.024,86;H2O DISTRIBUIDORA DE FILMES LTDA;21541;15.372.472/0001-42
16/11/2023;ATO FINAL;B2300374600000;DOCUMENTÁRIO;BRASIL;400;R$ 5.032,05;ELO AUDIOVISUAL SERVIÇOS LTDA;5672;07.700.630/0001-18
16/11/2023;CAFI;B2300343100000;DOCUMENTÁRIO;BRASIL;472;R$ 6.546,45;LUDWIG MAIA ARTHOUSE DISTRIBUIDORA DE FILMES LTDA;22808;05.249.852/0001-30
16/11/2023;ESTADOS UNIDOS DO BRASIL;B2200409600000;DOCUMENTÁRIO;BRASIL;61;R$ 615,00;PLANO B612 PRODUÇÕES EIRELI - EPP;35322;26.751.109/0001-54
16/11/2023;HOW TO HAVE SEX;E2300438900000;FICÇÃO;REINO UNIDO;2864;R$ 54.315,33;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
16/11/2023;INCOMPATÍVEL COM A VIDA;B2300062000000;DOCUMENTÁRIO;BRASIL;750;R$ 10.399,03;DESCOLONIZA FILMES E PRODUCOES ARTISTICAS EIRELI;43301;33.427.044/0001-51
16/11/2023;NELSON PEREIRA DOS SANTOS - VIDA DE CINEMA;B2300437800000;DOCUMENTÁRIO;BRASIL;371;R$ 7.173,31;BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP;19243;39.079.678/0001-47
16/11/2023;VAI E VEM;B2200272200000;DOCUMENTÁRIO;BRASIL;558;R$ 7.771,09;BOULEVARD FILMES LTDA;17484;12.126.484/0001-07
15/11/2023;MULEQUE TÉ DOIDO 4 - MORREU MARIA PREÁ!;B2200503900000;FICÇÃO;BRASIL;22853;R$ 423.499,82;F D DA SILVA - ME;34789;24.578.765/0001-71
15/11/2023;THE HUNGER GAMES – BALLAD OF SONGBIRDS AND SNAKES;E2300444800000;FICÇÃO;ESTADOS UNIDOS;1;R$ 20,00;CINE CAXAMBU LTDA;53644;50.552.809/0001-02
15/11/2023;THE HUNGER GAMES – BALLAD OF SONGBIRDS AND SNAKES;E2300444800000;FICÇÃO;ESTADOS UNIDOS;2031830;R$ 40.358.360,67;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
10/11/2023;LILLE ALLAN - DEN MENNESKELIGE ANTENNE;E2300386000000;ANIMAÇÃO;DINAMARCA;5280;R$ 112.479,42;CLUBE FILMES LTDA;51390;46.401.439/0001-27
09/11/2023;A BELA AMÉRICA;B2300454300000;FICÇÃO;PORTUGAL;323;R$ 5.189,74;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
09/11/2023;ARGONUTS;E2300133700000;ANIMAÇÃO;FRANÇA;415;R$ 10.080,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
09/11/2023;ARGONUTS;E2300133700000;ANIMAÇÃO;FRANÇA;52575;R$ 988.955,95;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
09/11/2023;GLUPCY;E2300372500000;FICÇÃO;POLÔNIA;376;R$ 8.027,96;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
09/11/2023;SAMSARA;E2300439200000;FICÇÃO;ESPANHA;3473;R$ 60.619,66;GARDA DISTRIBUIDORA DE FILMES LTDA;44832;34.433.654/0001-20
09/11/2023;THE MARVELS;E2300417200000;FICÇÃO;ESTADOS UNIDOS;1256;R$ 31.680,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
09/11/2023;THE MARVELS;E2300417200000;FICÇÃO;ESTADOS UNIDOS;1248583;R$ 24.508.126,13;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
03/11/2023;TAYLOR SWIFT - THE ERAS TOUR;E2300417000000;VÍDEOMUSICAL;ESTADOS UNIDOS;187356;R$ 7.969.895,30;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.;749;01.289.530/0001-64
02/11/2023;DUMB MONEY;E2300316300000;FICÇÃO;ESTADOS UNIDOS;24575;R$ 719.248,00;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
02/11/2023;IT LIVES INSIDE;E2300212400000;FICÇÃO;ESTADOS UNIDOS;152050;R$ 2.860.605,56;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
02/11/2023;MUSSUM, O FILMIS;B2300418000000;FICÇÃO;BRASIL;215543;R$ 4.248.302,13;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
02/11/2023;NEFARIOUS;E2300372900000;FICÇÃO;ESTADOS UNIDOS;8245;R$ 153.620,66;A2 DISTRIBUIDORA DE FILMES LTDA EPP;34811;18.338.912/0001-33
02/11/2023;RABIN, THE LAST DAY;E2300425500000;DOCUMENTÁRIO;FRANÇA;4219;R$ 100.451,66;SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA;277;02.185.369/0001-41
02/11/2023;ROTER HIMMEL;E2300439100000;FICÇÃO;ALEMANHA;6917;R$ 122.880,45;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
26/10/2023;BRADO;E2300400900000;FICÇÃO;ITÁLIA;292;R$ 4.649,45;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
26/10/2023;FIVE NIGHTS AT FREDDY'S;E2300351500000;FICÇÃO;ESTADOS UNIDOS;409;R$ 9.860,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
26/10/2023;FIVE NIGHTS AT FREDDY'S;E2300351500000;FICÇÃO;ESTADOS UNIDOS;2957571;R$ 53.625.747,72;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
26/10/2023;HYPNOTIC;E2300244000000;FICÇÃO;ESTADOS UNIDOS;140484;R$ 2.937.114,27;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
26/10/2023;HYPNOTIC;E2300244000000;FICÇÃO;ESTADOS UNIDOS;322;R$ 8.180,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
26/10/2023;LEONORA ADDIO;E2300437000000;FICÇÃO;ITÁLIA;334;R$ 5.903,21;RISI FILM BRASIL LTDA.;51664;37.914.915/0001-12
26/10/2023;LOS DELINCUENTES;B2300373000000;FICÇÃO;ARGENTINA;3061;R$ 48.605,74;VITRINE FILMES LTDA;16713;11.620.976/0001-83
26/10/2023;MAVKA: THE FOREST SONG;E2300237100000;ANIMAÇÃO;ESTADOS UNIDOS;16726;R$ 358.920,27;A2 DISTRIBUIDORA DE FILMES LTDA EPP;34811;18.338.912/0001-33
26/10/2023;NÃO SEI QUANTAS ALMAS TENHO;B2300367100000;FICÇÃO;BRASIL;409;R$ 5.998,30;CAVIDEO PRODUÇÕES COMÉRCIO E LOCAÇÃO DE FILMES LTDA;11893;01.666.326/0001-15
26/10/2023;PELE;B2200213000000;DOCUMENTÁRIO;BRASIL;227;R$ 2.295,87;EMBAUBA FILMES LTDA;23638;15.144.532/0001-70
26/10/2023;THE KILLER;E2300407800000;FICÇÃO;ESTADOS UNIDOS;8284;R$ 145.193,57;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
26/10/2023;THEY SHOT THE PIANO PLAYER;E2300400500000;ANIMAÇÃO;ESPANHA;3123;R$ 63.534,40;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
23/10/2023;TIA VIRGÍNIA;B2300041800000;FICÇÃO;BRASIL;11503;R$ 166.560,25;ELO AUDIOVISUAL SERVIÇOS LTDA;5672;07.700.630/0001-18
19/10/2023;97 MINUTES;E2300279400000;FICÇÃO;ESTADOS UNIDOS;4419;R$ 81.711,00;CINECOLOR DO BRASIL LTDA;2631;05.332.959/0001-48
19/10/2023;A ILHA DOS ILÚS;B2200405700000;ANIMAÇÃO;BRASIL;1411;R$ 17.268,38;ELO AUDIOVISUAL SERVIÇOS LTDA;5672;07.700.630/0001-18
19/10/2023;EL CIELO NO PUEDE ESPER@R;E2300272600000;DOCUMENTÁRIO;ESPANHA;35155;R$ 568.473,73;AM DE MORAIS PRODUCOES E EVENTOS;51361;13.489.036/0001-22
19/10/2023;KILLERS OF THE FLOWER MOON;E2300375500000;FICÇÃO;ESTADOS UNIDOS;455837;R$ 11.592.703,77;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
19/10/2023;NYAD;E2300375600000;FICÇÃO;ESTADOS UNIDOS;492;R$ 8.144,11;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
19/10/2023;TELL IT LIKE A WOMAN;E2300333500000;FICÇÃO;ESTADOS UNIDOS;1001;R$ 17.565,50;A2 DISTRIBUIDORA DE FILMES LTDA EPP;34811;18.338.912/0001-33
19/10/2023;THE BOOK OF WONDERS;E2300126100000;FICÇÃO;FRANÇA;5474;R$ 128.730,69;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
19/10/2023;TROLLS BAND TOGETHER;E2300354900000;FICÇÃO;ESTADOS UNIDOS;610;R$ 15.200,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
19/10/2023;TROLLS BAND TOGETHER;E2300354900000;FICÇÃO;ESTADOS UNIDOS;1507639;R$ 29.550.215,14;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
12/10/2023;BLACKBERRY;E2300268700000;FICÇÃO;CANADÁ;5534;R$ 179.719,72;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
12/10/2023;MEU NOME É GAL;B2300212900000;FICÇÃO;BRASIL;167587;R$ 3.486.597,50;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
12/10/2023;MEU NOME É GAL;B2300212900000;FICÇÃO;BRASIL;230;R$ 6.040,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
12/10/2023;QUANTOS DIAS. QUANTAS NOITES;B2300212300000;DOCUMENTÁRIO;BRASIL;1778;R$ 20.545,18;FLOW FILMES LTDA.;40351;23.558.535/0001-88
12/10/2023;RIDE ON;E2300333400000;VARIEDADES;CHINA;1208;R$ 23.869,03;A2 DISTRIBUIDORA DE FILMES LTDA EPP;34811;18.338.912/0001-33
12/10/2023;THE EXORCIST: BELIEVER;E2300350300000;FICÇÃO;ESTADOS UNIDOS;744632;R$ 14.368.998,11;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
12/10/2023;UMA FADA VEIO ME VISITAR;B2300402000000;FICÇÃO;BRASIL;63560;R$ 1.205.152,75;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
05/10/2023;EQUALIZER 3;E2300171900000;FICÇÃO;ESTADOS UNIDOS;689512;R$ 14.529.339,11;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
05/10/2023;LES ENFANTS DES AUTRES;E2300379500000;FICÇÃO;FRANÇA;1604;R$ 29.507,84;SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA;277;02.185.369/0001-41
05/10/2023;NOSTALGIA;E2300377000000;FICÇÃO;FRANÇA;3052;R$ 56.932,32;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
05/10/2023;PAW PATROL: THE MIGHTY MOVIE;E2300375700000;ANIMAÇÃO;CANADÁ;1482275;R$ 26.579.208,49;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
05/10/2023;PAW PATROL: THE MIGHTY MOVIE;E2300375700000;ANIMAÇÃO;CANADÁ;762;R$ 19.240,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
05/10/2023;RODEIO ROCK;B2300261100000;FICÇÃO;BRASIL;8562;R$ 158.259,43;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
05/10/2023;UM FILME DE CINEMA;B1800417100000;FICÇÃO;BRASIL;3791;R$ 20.888,17;EMBAUBA FILMES LTDA;23638;15.144.532/0001-70
05/10/2023;WILDFLOWER;E2300281200000;FICÇÃO;ESTADOS UNIDOS;2751;R$ 67.938,75;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
28/09/2023;BANK OF DAVE;E2300351400000;FICÇÃO;REINO UNIDO;468;R$ 7.560,70;SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA;277;02.185.369/0001-41
28/09/2023;IU CONCERT: THE GOLDEN HOUR;E2300372600000;VÍDEOMUSICAL;CORÉIA DO SUL;1042;R$ 30.160,70;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.;749;01.289.530/0001-64
28/09/2023;LA MAISON;E2300372700000;FICÇÃO;FRANÇA;5383;R$ 79.759,04;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
28/09/2023;LINHA DE FRENTE;B1900453000000;DOCUMENTÁRIO;BRASIL;27;R$ 465,71;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
28/09/2023;MARINHEIRO DAS MONTANHAS;B2300247400000;DOCUMENTÁRIO;BRASIL;2640;R$ 38.361,24;GULLANE ENTRETENIMENTO S.A.;848;01.378.559/0001-12
28/09/2023;NARDJES A.;E2100028100000;DOCUMENTÁRIO;ALEMANHA;409;R$ 4.554,71;GULLANE ENTRETENIMENTO S.A.;848;01.378.559/0001-12
28/09/2023;PÉROLA;B2300338800000;FICÇÃO;BRASIL;7672;R$ 124.487,05;H2O DISTRIBUIDORA DE FILMES LTDA;21541;15.372.472/0001-42
28/09/2023;SAW X;E2300336900000;FICÇÃO;CANADÁ;954092;R$ 14.329.376,36;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
28/09/2023;STRAYS;E2300099100000;FICÇÃO;ESTADOS UNIDOS;224;R$ 5.640,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
28/09/2023;STRAYS;E2300099100000;FICÇÃO;ESTADOS UNIDOS;89261;R$ 1.209.282,80;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
28/09/2023;THE CREATOR;E2300344200000;FICÇÃO;ESTADOS UNIDOS;278991;R$ 4.280.795,14;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
28/09/2023;THE MARSH KING'S DAUGHTER;E2300346700000;FICÇÃO;ESTADOS UNIDOS;16867;R$ 312.849,96;DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.;22724;17.095.184/0001-13
28/09/2023;VANSKABTE LAND;E2300331200000;FICÇÃO;DINAMARCA;1262;R$ 14.241,00;CSF DISTRIBUIDORA & STREAMING LTDA;50343;39.493.419/0001-68
23/09/2023;CARLOS: THE SANTANA JOURNEY GLOBAL PREMIERE;E2300364100000;VÍDEOMUSICAL;ESTADOS UNIDOS;285;R$ 7.819,03;UNITED CINEMAS INTERNATIONAL BRASIL LTDA.;749;01.289.530/0001-64
21/09/2023;ELIS & TOM, SÓ TINHA DE SER COM VOCÊ;B2300205100000;DOCUMENTÁRIO;BRASIL;83734;R$ 1.685.277,06;O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.;63;67.431.718/0001-03
21/09/2023;FINNICK;E2300107500000;ANIMAÇÃO;RÚSSIA;64588;R$ 1.003.994,09;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
21/09/2023;IL BOEMO;E2300341000000;FICÇÃO;REPÚBLICA TCHECA;581;R$ 11.745,54;BONFILM PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA;14462;10.383.039/0001-99
21/09/2023;MIÚDA E O GUARDA-CHUVA;B2000360900000;ANIMAÇÃO;BRASIL;8;R$ 120,00;TUCUMÁN DISTRIBUIDORA DE FILMES LTDA;16132;10.681.698/0001-01
21/09/2023;MONICA;E2300244500000;FICÇÃO;ESTADOS UNIDOS;19;R$ 306,87;ESCARLATE CONTEUDO & ENTRETENIMENTO EIRELI;45126;35.834.540/0001-55
21/09/2023;NOSSO SONHO;B2300349700000;FICÇÃO;BRASIL;285;R$ 7.280,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
21/09/2023;NOSSO SONHO;B2300349700000;FICÇÃO;BRASIL;497731;R$ 8.418.179,49;VITRINE FILMES LTDA;16713;11.620.976/0001-83
21/09/2023;REVOLTA DOS MALÊS;B2300295700000;FICÇÃO;BRASIL;629;R$ 9.329,25;BRETZ FILMES DISTRIBUIDORA E PRODUTORA LTDA - EPP;19243;39.079.678/0001-47
21/09/2023;SOUND OF FREEDOM;E2300341600000;FICÇÃO;ESTADOS UNIDOS;2687794;R$ 50.472.508,42;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
21/09/2023;SOUND OF FREEDOM;E2300341600000;FICÇÃO;ESTADOS UNIDOS;976;R$ 25.060,00;STARK'S CINEMA E LANCHONETE LTDA.;5465;32.917.296/0001-04
21/09/2023;THE EXPENDABLES 4;E2300211900000;FICÇÃO;ESTADOS UNIDOS;497815;R$ 8.046.917,23;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
21/09/2023;VIDBLYSK;E2300331300000;FICÇÃO;UCRÂNIA;352;R$ 6.002,06;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
19/09/2023;RAZÕES PARA NÃO SER MÃE;B1900582500000;FICÇÃO;ARGENTINA;34;R$ 750,00;QUEROSENE PRODUÇÕES ARTISTICAS E CINEMATOGRÁFICAS LTDA;17180;11.545.487/0001-04
14/09/2023;A HAUNTING IN VENICE;E2300335700000;FICÇÃO;ESTADOS UNIDOS;291224;R$ 5.866.956,43;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
